,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
HEBP2,ENSG00000051620,92,False,0.305217768053694,1.2711508030317564,-0.33266783
CCDC28A,ENSG00000024862,115,False,0.369750160990929,1.2801527165241147,-0.31604782
REPS1,ENSG00000135597,47,False,0.1470426458554188,1.1512436175825358,-0.5540494
ABRACL,ENSG00000146386,364,True,1.0995431669756124,2.6361015353562633,0.7920231
HECA,ENSG00000112406,45,False,0.15476390946801666,1.3263352839825904,-0.23078212
CITED2,ENSG00000164442,265,False,0.9158664056949083,1.9420138556907636,-0.12839356
VTA1,ENSG00000009844,58,False,0.1889833245647348,1.243684527463541,-0.3833781
AIG1,ENSG00000146416,69,False,0.21908227606592165,1.1853771057088056,-0.4910296
FUCA2,ENSG00000001036,71,False,0.2170751848871599,1.1361494768779414,-0.5819173
LTV1,ENSG00000135521,72,False,0.2216104614720882,1.1542128841003116,-0.5485673
SF3B5,ENSG00000169976,472,False,1.3303473294892714,2.291340145314647,0.31757435
STX11,ENSG00000135604,225,True,0.7654003914913768,2.449199524569837,0.74278945
UTRN,ENSG00000152818,110,False,0.38387663172884934,1.8287291069409755,0.081347905
RAB32,ENSG00000118508,144,True,0.5194746182993629,2.663181948230043,1.1283611
GINM1,ENSG00000055211,79,True,0.35164868941478133,3.070949116236295,2.9902537
KATNA1,ENSG00000186625,45,False,0.14556056679295773,1.1894573006468265,-0.48349643
PCMT1,ENSG00000120265,293,True,0.9414930739078965,4.242276458970721,2.9219418
C6orf211,ENSG00000146476,58,False,0.18433247546083983,1.3048058140216372,-0.27053145
SYNE1,ENSG00000131018,55,False,0.20391486233279077,1.4147531354699707,-0.067538515
IPCEF1,ENSG00000074706,44,False,0.15350797700581728,1.2532013406992537,-0.36580744
TMEM242,ENSG00000215712,94,True,0.4040248027097157,3.713494559898359,2.4462202
SNX9,ENSG00000130340,59,True,0.21888919418155178,2.2240843962581356,1.426709
GTF2H5,ENSG00000272047,70,False,0.22653404144826766,1.2056096303408212,-0.45367482
DYNLT1,ENSG00000146425,257,False,0.7744241961759872,1.3716653877365577,-0.7233494
EZR,ENSG00000092820,232,False,0.7013824261783316,1.3878884079381923,-0.70127565
TAGAP,ENSG00000164691,184,False,0.6337726079055042,1.571145642625709,-0.24184985
SOD2,ENSG00000112096,294,False,1.0007968422794293,2.0171516326203003,-0.028754763
WTAP,ENSG00000146457,218,False,0.6798865401570614,2.0271369273214392,0.1685131
ACAT2,ENSG00000120437,85,False,0.28563251434599024,1.295763994205106,-0.28722513
TCP1,ENSG00000120438,211,False,0.6101410734892317,1.209109323303652,-0.69610775
MRPL18,ENSG00000112110,246,True,0.7478718922275063,2.347638158540612,0.6046007
QKI,ENSG00000112531,52,False,0.1804956203845492,1.3109554916462338,-0.25917745
SFT2D1,ENSG00000198818,208,False,0.614156501121078,1.2813168842998797,-0.6055068
MPC1,ENSG00000060762,224,False,0.6850044509989351,1.5441332425503258,-0.48868227
RNASET2,ENSG00000026297,615,False,1.7223870899097682,1.7890264415571355,-0.7980892
FAM120B,ENSG00000112584,52,False,0.1749362667434033,1.238746716100143,-0.39249465
PSMB1,ENSG00000008018,573,False,1.4873730216070131,1.5969815125319962,-1.0998555
PDCD2,ENSG00000071994,237,False,0.6813730622114773,1.2628829504513464,-0.8713634
COX19,ENSG00000240230,115,False,0.34869068106094286,1.1942406022785164,-0.47466516
C7orf50,ENSG00000146540,206,False,0.6286191754713243,1.7880131188740107,0.030260326
ZFAND2A,ENSG00000178381,51,False,0.19137964639321606,1.3643494297269614,-0.16059758
PSMG3,ENSG00000157778,99,False,0.2976321672890753,1.1333664792909153,-0.5870555
MAD1L1,ENSG00000002822,120,False,0.3834260391137036,1.2540993666544786,-0.6396574
FTSJ2,ENSG00000122687,56,False,0.18986781799777666,1.3604107179165108,-0.16786952
NUDT1,ENSG00000106268,137,False,0.4102815027846172,1.2108437394736118,-0.6939315
EIF3B,ENSG00000106263,60,False,0.187898280763173,1.1932814376251661,-0.47643605
CHST12,ENSG00000136213,136,True,0.543198685959198,2.3037761136235013,0.67740375
LFNG,ENSG00000106003,80,False,0.26610665528046906,1.2764765832344884,-0.32283497
TTYH3,ENSG00000136295,64,False,0.19890041315226106,1.1695642524851209,-0.52022445
WIPI2,ENSG00000157954,144,False,0.4577116039753727,1.7473326181273594,-0.02078273
ACTB,ENSG00000075624,896,False,4.555539396374085,3.466004697852175,1.1816611
RNF216,ENSG00000011275,70,False,0.24174721318865688,1.3148288904703584,-0.25202608
CCZ1,ENSG00000122674,158,False,0.49884362008255767,1.3456002411478878,-0.5248485
AIMP2,ENSG00000106305,76,False,0.2257087574631318,1.1219737376532295,-0.6080896
EIF2AK1,ENSG00000086232,128,False,0.3983852731067794,1.2326934481017535,-0.66651607
RAC1,ENSG00000136238,562,False,1.7485362109786147,2.3958318538458263,0.2473973
KDELR2,ENSG00000136240,256,True,0.8055872597274907,3.0212539308548725,1.521151
ZDHHC4,ENSG00000136247,81,False,0.2633343346315721,1.2410588611952342,-0.3882258
C7orf26,ENSG00000146576,61,True,0.30003109343792195,3.59796358942541,3.963267
C1GALT1,ENSG00000106392,73,False,0.23591420968708224,1.224369214702133,-0.41903946
RPA3,ENSG00000106399,133,False,0.41835143665658675,1.2870396972243257,-0.5983262
RPA3-AS1,ENSG00000219545,42,False,0.16074545147731498,1.3719007703734967,-0.14665574
NDUFA4,ENSG00000189043,596,False,1.6335922901333528,1.9083642014144715,-0.50164455
PHF14,ENSG00000106443,113,False,0.36676038716203313,1.3061826819758617,-0.26798937
TMEM106B,ENSG00000106460,74,False,0.2401431676329247,1.1896255226312857,-0.48318586
ARL4A,ENSG00000122644,190,False,0.5918556883143393,1.3064041747409305,-0.57402897
BZW2,ENSG00000136261,108,False,0.3221652617218926,1.1700707227783012,-0.5192894
TWISTNB,ENSG00000105849,78,False,0.2537995880385191,1.2202376569517162,-0.42666745
TOMM7,ENSG00000196683,784,False,2.1113680872466656,1.4679666864228222,-1.529206
NUPL2,ENSG00000136243,64,False,0.21206148516816542,1.2822854061509192,-0.31211028
MALSU1,ENSG00000156928,83,False,0.2709487180099503,1.251018179998831,-0.36983818
TRA2A,ENSG00000164548,100,False,0.3387104624641963,1.4783808790884725,0.049935758
CYCS,ENSG00000172115,398,False,1.127378529386174,1.6007187910784157,-0.5809786
HNRNPA2B1,ENSG00000122566,701,True,1.9684264172412125,2.8320346093002176,0.7272357
CBX3,ENSG00000122565,243,False,0.7136205172684306,1.282821138664939,-0.84423465
SNX10,ENSG00000086300,157,False,0.4799957536361203,1.25677831897739,-0.63629603
SKAP2,ENSG00000005020,99,True,0.4109549466014414,3.3757969457607735,2.0225008
HOTAIRM1,ENSG00000233429,101,False,0.3395049967844509,1.3737328009138488,-0.14327331
HIBADH,ENSG00000106049,51,False,0.1775278278778369,1.281891697800822,-0.31283718
TAX1BP1,ENSG00000106052,191,False,0.5970675456696842,1.2873351636865877,-0.59795547
CPVL,ENSG00000106066,227,False,0.8781315407950191,1.9159321050643547,0.017203085
GGCT,ENSG00000006625,101,False,0.33502796841044985,1.367173825653351,-0.15538298
GARS,ENSG00000106105,87,False,0.276681743294057,1.2289886506299321,-0.41051072
LSM5,ENSG00000106355,141,False,0.4568182138172287,1.3387717047666055,-0.53341645
NT5C3A,ENSG00000122643,102,False,0.33429087414278225,1.3437329975928598,-0.19866118
RP9,ENSG00000164610,48,False,0.16066157604162615,1.238328473516525,-0.39326686
HERPUD2,ENSG00000122557,94,False,0.31234808823148663,1.2821515274514712,-0.31235746
SEPT7,ENSG00000122545,377,False,1.1237500266500047,1.5877143261757107,-0.59822357
AOAH,ENSG00000136250,197,False,0.64080919977295,1.4705161875541959,-0.36811268
ELMO1,ENSG00000155849,88,True,0.33341854894767287,2.5300941028917365,1.9916869
STARD3NL,ENSG00000010270,107,False,0.35021165583699065,1.37320246756812,-0.14425245
RALA,ENSG00000006451,93,False,0.29845218218962516,1.298562528219604,-0.28205827
MPLKIP,ENSG00000168303,170,True,0.5535800527213499,2.558428545404952,0.99692386
PSMA2-1,ENSG00000106588,298,True,0.9427103464344956,2.51958435698202,0.6375119
MRPL32,ENSG00000106591,148,False,0.47946741893413786,1.3369547920156621,-0.5356962
STK17A,ENSG00000164543,277,True,1.0395554388962034,3.4611306924789473,1.8860788
COA1,ENSG00000106603,158,False,0.4646040506228285,1.1242742183015941,-0.80255294
BLVRA,ENSG00000106605,310,False,0.9687978035270856,1.5743732413896177,-0.61591494
DBNL,ENSG00000136279,320,False,0.8849823879410792,1.2897573973838454,-0.83479685
POLM,ENSG00000122678,50,False,0.16516746308298844,1.2004438512537863,-0.46321225
POLD2,ENSG00000106628,75,True,0.29531776682639993,3.1177459167820696,3.0766535
YKT6,ENSG00000106636,61,False,0.18726771237172243,1.1280010148362551,-0.5969616
NUDCD3,ENSG00000015676,60,False,0.21847789935413006,1.6094790179917229,0.2919789
DDX56,ENSG00000136271,64,False,0.21231899947049915,1.2146796698119655,-0.43692902
TMED4,ENSG00000158604,183,False,0.5757896221259757,1.3480731495038023,-0.5217457
OGDH,ENSG00000105953,74,False,0.2446968257951187,1.2846396345904274,-0.30776373
PPIA,ENSG00000196262,779,False,2.1064914944681368,1.3678281633791132,-1.6948552
H2AFV,ENSG00000105968,327,False,0.9741779139102125,1.395624119934034,-0.85295075
MYO1G,ENSG00000136286,316,False,0.9794724802129446,2.3673596155912047,0.43564948
SNHG15,ENSG00000232956,171,False,0.5225858305704643,1.2885460474370225,-0.59643614
CCM2,ENSG00000136280,164,False,0.5014540751618706,1.2930149766803565,-0.59082884
TBRG4,ENSG00000136270,62,False,0.19708087067620195,1.1769004609097535,-0.50667983
HUS1,ENSG00000136273,65,False,0.2251447018347948,1.3994843120173224,-0.09572895
UPP1,ENSG00000183696,194,False,0.5983721472096845,1.2668948517007899,-0.6236025
IKZF1,ENSG00000185811,180,False,0.5520144159104041,1.2723737732033376,-0.61672795
SEC61G,ENSG00000132432,158,False,0.4775659424757322,1.212310293805857,-0.6920914
VOPP1,ENSG00000154978,102,True,0.405562827720781,2.809817508901164,1.3123492
GBAS,ENSG00000146729,131,False,0.3979044726170024,1.2007860712562706,-0.7065512
CCT6A,ENSG00000146731,224,True,0.7321801859142114,3.327416673857456,1.937729
SUMF2,ENSG00000129103,122,False,0.3821055567196645,1.3123858673074902,-0.56652355
CHCHD2,ENSG00000106153,760,False,2.0931085961039506,1.7477796254113427,-1.0663394
ERV3-1,ENSG00000213462,44,False,0.1784393915729688,1.5185787550739358,0.124152064
GUSB,ENSG00000169919,133,True,0.5382412728128027,3.2751680585752827,1.8962386
ASL,ENSG00000126522,59,False,0.18520766536087319,1.3691031586370492,-0.1518209
RP11-792A8.4,ENSG00000272831,49,False,0.18199473871358846,1.4750022674314074,0.043697916
TMEM248,ENSG00000106609,147,False,0.5119133667121187,2.05968307983054,0.37113285
SBDS,ENSG00000126524,225,True,0.7492894725076593,3.156500143873105,1.7051728
POM121,ENSG00000196313,59,False,0.1981004562596081,1.2890587823503008,-0.29960477
NSUN5,ENSG00000130305,51,False,0.17398184578057937,1.4130197695967677,-0.070738785
BAZ1B,ENSG00000009954,52,False,0.15757450078864588,1.147211705933663,-0.5614934
BCL7B,ENSG00000106635,174,False,0.52356418820754,1.244447356133382,-0.6517681
DNAJC30,ENSG00000176410,47,False,0.16710869975514378,1.5791273734770415,0.23594142
WBSCR22,ENSG00000071462,212,False,0.6296413284884051,1.2920064351741227,-0.59209424
ABHD11,ENSG00000106077,48,False,0.1420346427228984,1.120969209125637,-0.6099442
EIF4H,ENSG00000106682,299,False,0.8233980215441244,1.212378355933307,-0.9400821
LAT2,ENSG00000086730,104,False,0.3653180837159132,1.4816871784821561,0.056040093
RFC2,ENSG00000049541,62,False,0.20271870179075313,1.2042190016977392,-0.4562423
NCF1,ENSG00000158517,168,False,0.6438875084121298,1.7596253836986393,-0.0053586243
POM121C,ENSG00000135213,42,False,0.14256826242243034,1.2075047836791124,-0.45017582
RHBDD2,ENSG00000005486,88,False,0.2810832794211087,1.185456258681566,-0.49088347
POR,ENSG00000127948,52,False,0.16605770382184568,1.1587255098621194,-0.54023576
STYXL1,ENSG00000127952,43,False,0.14323244260447718,1.1941509696405017,-0.47483063
MDH2,ENSG00000146701,378,False,1.0740543123431257,1.8085450955774505,-0.30538398
HSPB1,ENSG00000106211,147,False,0.5230157838577423,1.6816756519946108,-0.10316451
FGL2,ENSG00000127951,234,False,0.7461379084965175,1.430307998675105,-0.6435577
GSAP,ENSG00000186088,52,False,0.18273056593678452,1.2737898498232276,-0.32779542
RSBN1L,ENSG00000187257,140,False,0.45441549696599093,1.33152013178983,-0.5425152
TMEM60,ENSG00000135211,75,False,0.25189553114739577,1.261792328901487,-0.34994614
PHTF2,ENSG00000006576,49,False,0.15912303088025423,1.2169612855957035,-0.43271655
CD36,ENSG00000135218,87,False,0.3018755249440069,1.3698313206825181,-0.15047652
DMTF1,ENSG00000135164,55,False,0.18966268308177633,1.3183900298062095,-0.24545124
TMEM243,ENSG00000135185,220,False,0.6351989596960297,1.2013580177148855,-0.70583355
TP53TG1,ENSG00000182165,118,False,0.36036200685986175,1.2275461992024668,-0.41317388
DBF4,ENSG00000006634,42,False,0.1507075568428104,1.2832039165363809,-0.31041446
SRI,ENSG00000075142,339,False,0.939143991291515,1.261182367204,-1.0312315
AKAP9,ENSG00000127914,152,False,0.48007304431080183,1.3054823971892697,-0.57518554
FAM133B,ENSG00000234545,110,False,0.36879090199785414,1.3189956587829534,-0.24433309
SAMD9,ENSG00000205413,46,False,0.18203319087861278,1.5161535543637212,0.11967448
SAMD9L,ENSG00000177409,142,False,0.44295559228306597,1.4822573704730961,-0.35338065
BET1,ENSG00000105829,54,True,0.35425246287263334,4.650106044712466,5.905811
SHFM1,ENSG00000127922,255,False,0.7157860314210928,1.2536832204432589,-0.8838809
ACN9,ENSG00000196636,107,False,0.37210549759597605,1.3547324859893504,-0.1783531
TECPR1,ENSG00000205356,60,False,0.1978861502670339,1.1954447785322702,-0.4724419
BRI3,ENSG00000164713,317,False,1.0904501828804558,1.6810037430281124,-0.4745142
ARPC1A,ENSG00000241685,165,False,0.5144174676480034,1.9776654236491853,0.2682228
ARPC1B,ENSG00000130429,813,False,2.534070435278423,2.5230148748050434,-0.13050601
PDAP1,ENSG00000106244,230,False,0.6436469077653925,1.1494615561621149,-0.7709496
BUD31,ENSG00000106245,349,False,0.938378609324505,1.2459895258227804,-1.0513784
CPSF4,ENSG00000160917,50,False,0.17175113755702937,1.3174369383738884,-0.24721092
ATP5J2,ENSG00000241468,432,False,1.1854667496780695,1.4754664211564885,-0.9935004
ZNF394,ENSG00000160908,107,True,0.45838548499228265,3.1897530985459746,1.7890658
ZNF655,ENSG00000197343,106,False,0.367202435582944,1.3422255724032146,-0.2014443
TRIM4,ENSG00000146833,59,False,0.21751208378653591,1.4796590968363934,0.0522957
ZKSCAN1,ENSG00000106261,47,False,0.16562403535597625,1.3669499584016225,-0.15579629
COPS6,ENSG00000168090,264,False,0.80352296985486,2.288547285920869,0.5241991
MCM7,ENSG00000166508,45,False,0.17005448978647064,1.4012830546815336,-0.09240798
TAF6,ENSG00000106290,52,False,0.19377094010325857,1.4004616509604677,-0.093924515
LAMTOR4,ENSG00000188186,622,False,1.6667275663946868,1.918050966342416,-0.4830349
PILRB,ENSG00000121716,65,False,0.23994414762296876,1.4357284951228917,-0.028812245
PILRA,ENSG00000085514,234,False,0.831299463867873,2.076751374333406,0.23602062
MEPCE,ENSG00000146834,51,False,0.17181937272880438,1.247415969437475,-0.37648883
PPP1R35,ENSG00000160813,62,False,0.20956361143556518,1.268610979464379,-0.33735704
TSC22D4,ENSG00000166925,194,False,0.5994760411131124,1.3104242530748835,-0.56898487
LRCH4,ENSG00000077454,178,False,0.5283058490491708,1.1672349389056274,-0.7486488
MOSPD3,ENSG00000106330,51,False,0.17376717075142234,1.2827017700197227,-0.31134155
GNB2,ENSG00000172354,391,True,1.1358991201671402,2.791757957851699,0.9984362
POP7,ENSG00000172336,103,True,0.38284980608408853,2.4727455158895486,0.8894148
SLC12A9,ENSG00000146828,58,False,0.18573582612038636,1.2204681611706614,-0.42624187
SRRT,ENSG00000087087,61,False,0.19177443276247982,1.2245489972212606,-0.41870755
AP1S1,ENSG00000106367,64,False,0.1950202215087638,1.1697268370871308,-0.5199243
ZNHIT1,ENSG00000106400,390,False,1.0392508723092537,1.211088562851676,-1.09766
FIS1,ENSG00000214253,421,False,1.1230792720698939,1.467963110528003,-0.7570234
CUX1,ENSG00000257923,108,False,0.35840501293879384,1.3495143778428702,-0.18798716
SH2B2,ENSG00000160999,43,False,0.1416158698070659,1.2706858123069886,-0.3335263
PRKRIP1,ENSG00000128563,60,False,0.18709420886135616,1.1405369792052011,-0.5738168
ORAI2,ENSG00000160991,65,False,0.22742328285042943,1.329018198788202,-0.22582874
ALKBH4,ENSG00000160993,43,False,0.15790125999712712,1.3415147498490634,-0.20275667
POLR2J,ENSG00000005075,317,False,0.8818512948459664,1.2853646187861612,-0.8407739
POLR2J3,ENSG00000168255,49,False,0.163559701240459,1.2421222229952837,-0.38626254
ARMC10,ENSG00000170632,98,False,0.2981008725795357,1.1451651356567512,-0.5652719
PMPCB,ENSG00000105819,199,False,0.5759566381931869,1.1697026520164413,-0.74555254
DNAJC2,ENSG00000105821,105,False,0.3278517156144072,1.245800993695628,-0.37947053
PSMC2,ENSG00000161057,206,False,0.608104728265535,1.184969230487512,-0.7263971
KMT2E-AS1,ENSG00000239569,68,False,0.24503796712418913,1.369419214334648,-0.15123737
KMT2E,ENSG00000005483,259,False,0.7607956871082829,1.3310715205110855,-0.7785831
SRPK2,ENSG00000135250,123,False,0.4009602385693581,1.3131074278285233,-0.5656182
SYPL1,ENSG00000008282,132,False,0.41035626588422086,1.257759042482268,-0.6350655
NAMPT,ENSG00000105835,149,False,0.4707362655347099,1.408832389937237,-0.4455092
HBP1,ENSG00000105856,86,True,0.510229558483812,4.409231264154402,3.319182
BCAP29,ENSG00000075790,78,False,0.2471048477706005,1.169988994161091,-0.5194403
CBLL1,ENSG00000105879,47,False,0.1634576032041895,1.3873328938810852,-0.1181638
DLD,ENSG00000091140,101,False,0.3174781704511493,1.2231738360288855,-0.42124647
PNPLA8,ENSG00000135241,56,True,0.21897436540737947,2.6007931139821956,2.1222167
DNAJB9,ENSG00000128590,151,True,0.5780928854502724,2.888675265488717,1.4112945
ZNF277,ENSG00000198839,119,False,0.4060837936608279,2.0196806456996987,0.32094058
IFRD1,ENSG00000006652,160,False,0.5063316263076689,1.3485205707734365,-0.52118427
MDFIC,ENSG00000135272,42,False,0.14009063351109233,1.1830611634226547,-0.49530548
TES,ENSG00000135269,126,False,0.3985606073260177,1.2531938516312846,-0.64079356
CAPZA2,ENSG00000198898,310,True,0.8912754188110341,2.56136955934876,0.89541274
NAA38,ENSG00000128534,161,False,0.538542658334774,1.9117141997345317,0.18547182
ING3,ENSG00000071243,74,False,0.24203796553109774,1.2130560668409356,-0.43992665
FAM3C,ENSG00000196937,55,False,0.1951051851460169,1.4150574546724186,-0.06697666
NDUFA5,ENSG00000128609,197,True,0.6601702440862186,3.0550041195105555,1.567073
ZNF800,ENSG00000048405,43,False,0.14922081037448126,1.266846176395726,-0.34061533
ARF5,ENSG00000004059,415,False,1.1103291689783872,1.2018719821354473,-1.1098819
SND1,ENSG00000197157,130,False,0.38755177118667444,1.168064476582798,-0.747608
IMPDH1,ENSG00000106348,151,False,0.46864606614575116,1.3200106425944051,-0.5569565
